,id,alias,name,image_url,is_closed,url,review_count,categories,rating,transactions,price,phone,display_phone,distance,coordinates.latitude,coordinates.longitude,location.address1,location.address2,location.address3,location.city,location.zip_code,location.country,location.state,location.display_address
34,NHhGTkXGqe2dchyjcWXM8g,divvy-coffee-and-buns-pittsburgh,Divvy Coffee & Buns,https://s3-media4.fl.yelpcdn.com/bphoto/wj4_S0vUpl098WAFiN7DRg/o.jpg,False,https://www.yelp.com/biz/divvy-coffee-and-buns-pittsburgh?adjust_creative=Hi8yaDtOfeAyH6CjPFRvZQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Hi8yaDtOfeAyH6CjPFRvZQ,20,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}]",4.0,[],,+14125865564,(412) 586-5564,3023.1421787766208,40.44135494517202,-79.9570365903704,3714 Forbes Ave,,,Pittsburgh,15213,US,PA,"['3714 Forbes Ave', 'Pittsburgh, PA 15213']"
35,LDVTTqruIDhbJcmrPr9D5g,kafair-cafe-pittsburgh,KaFair Cafe,https://s3-media4.fl.yelpcdn.com/bphoto/F47CUze9JDwf9D820r231w/o.jpg,False,https://www.yelp.com/biz/kafair-cafe-pittsburgh?adjust_creative=Hi8yaDtOfeAyH6CjPFRvZQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Hi8yaDtOfeAyH6CjPFRvZQ,24,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'bakeries', 'title': 'Bakeries'}]",5.0,"['delivery', 'pickup']",$$,,,5953.9623870656005,40.48551,-79.92543,1806 Chislett St,,,Pittsburgh,15206,US,PA,"['1806 Chislett St', 'Pittsburgh, PA 15206']"
36,_7X8Vl_yuptvQZ0XzrD_Ig,inkwell-coffee-shop-pittsburgh,Inkwell Coffee Shop,https://s3-media3.fl.yelpcdn.com/bphoto/YshyLiIrmMF_l-oiHNaouA/o.jpg,False,https://www.yelp.com/biz/inkwell-coffee-shop-pittsburgh?adjust_creative=Hi8yaDtOfeAyH6CjPFRvZQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Hi8yaDtOfeAyH6CjPFRvZQ,28,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}]",4.5,['delivery'],,+14126210168,(412) 621-0168,5404.143102336662,40.472069,-79.959638,4419 Butler St,,,Pittsburgh,15201,US,PA,"['4419 Butler St', 'Pittsburgh, PA 15201']"
37,eIedjt0mHVKDFmfhtfKSAQ,big-dog-coffee-pittsburgh,Big Dog Coffee,https://s3-media2.fl.yelpcdn.com/bphoto/Hkja6qS2afAqZNfiuMxKEQ/o.jpg,False,https://www.yelp.com/biz/big-dog-coffee-pittsburgh?adjust_creative=Hi8yaDtOfeAyH6CjPFRvZQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Hi8yaDtOfeAyH6CjPFRvZQ,322,"[{'alias': 'desserts', 'title': 'Desserts'}, {'alias': 'coffee', 'title': 'Coffee & Tea'}]",4.5,['delivery'],$,+14125867306,(412) 586-7306,3721.6596496503416,40.426,-79.96665,2717 Sarah St,,,Pittsburgh,15203,US,PA,"['2717 Sarah St', 'Pittsburgh, PA 15203']"
38,xQqCpVu52dCZlsoYoKRykA,caffè-d-amore-coffeeshop-pittsburgh,Caffè d'Amore Coffeeshop,https://s3-media2.fl.yelpcdn.com/bphoto/FquAcJxcFy7VVkPAO0WY9g/o.jpg,False,https://www.yelp.com/biz/caff%C3%A8-d-amore-coffeeshop-pittsburgh?adjust_creative=Hi8yaDtOfeAyH6CjPFRvZQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Hi8yaDtOfeAyH6CjPFRvZQ,57,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}]",4.5,[],$,+14123301418,(412) 330-1418,6101.897595460334,40.48281,-79.95095,5400 Butler St,,,Pittsburgh,15201,US,PA,"['5400 Butler St', 'Pittsburgh, PA 15201']"
39,mBycrsguRPhI0xtFBzsz_w,tazza-d-oro-pittsburgh,Tazza D'Oro,https://s3-media2.fl.yelpcdn.com/bphoto/NiRrttbB7knhQ8PD2eUVNw/o.jpg,False,https://www.yelp.com/biz/tazza-d-oro-pittsburgh?adjust_creative=Hi8yaDtOfeAyH6CjPFRvZQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Hi8yaDtOfeAyH6CjPFRvZQ,28,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}]",4.5,[],$,+14123623676,(412) 362-3676,2206.0140349990643,40.4435157487347,-79.9447413906455,4902 Forbes Ave Gates Ctr,Fl 3,Carnegie Mellon,Pittsburgh,15213,US,PA,"['4902 Forbes Ave Gates Ctr', 'Fl 3', 'Carnegie Mellon', 'Pittsburgh, PA 15213']"
40,SSOG-T0sA2UlQkhqkkHBgQ,cup-ka-joe-pittsburgh,Cup ka Joe,https://s3-media3.fl.yelpcdn.com/bphoto/_LgQ7_9JCUgrrOWQxt4HqQ/o.jpg,False,https://www.yelp.com/biz/cup-ka-joe-pittsburgh?adjust_creative=Hi8yaDtOfeAyH6CjPFRvZQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Hi8yaDtOfeAyH6CjPFRvZQ,56,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}, {'alias': 'juicebars', 'title': 'Juice Bars & Smoothies'}, {'alias': 'icecream', 'title': 'Ice Cream & Frozen Yogurt'}]",4.0,['delivery'],$,+14123901563,(412) 390-1563,3761.1358178170995,40.4264037219342,-79.9672912202002,31 27th St,,,Pittsburgh,15203,US,PA,"['31 27th St', 'Pittsburgh, PA 15203']"
41,aU3MBJ3Cq5yip6JTyJi7KQ,black-forge-coffee-pittsburgh,Black Forge Coffee,https://s3-media2.fl.yelpcdn.com/bphoto/IYg3ORVllcdyWtmcP7SlqA/o.jpg,False,https://www.yelp.com/biz/black-forge-coffee-pittsburgh?adjust_creative=Hi8yaDtOfeAyH6CjPFRvZQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Hi8yaDtOfeAyH6CjPFRvZQ,101,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}]",4.5,['delivery'],$,+14122918994,(412) 291-8994,5948.755126462984,40.42152,-79.99242,1206 Arlington Ave,,,Pittsburgh,15210,US,PA,"['1206 Arlington Ave', 'Pittsburgh, PA 15210']"
42,E9Gnux898nomZK0fYErQVw,everyday-cafe-pittsburgh,Everyday Cafe,https://s3-media2.fl.yelpcdn.com/bphoto/lSWbXtICa9kqLzxAlcL_Zw/o.jpg,False,https://www.yelp.com/biz/everyday-cafe-pittsburgh?adjust_creative=Hi8yaDtOfeAyH6CjPFRvZQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Hi8yaDtOfeAyH6CjPFRvZQ,39,"[{'alias': 'cafes', 'title': 'Cafes'}]",4.5,['delivery'],$,+14127272169,(412) 727-2169,3194.7540152628585,40.4533598854858,-79.8981681838632,532 N Homewood Ave,,,Pittsburgh,15208,US,PA,"['532 N Homewood Ave', 'Pittsburgh, PA 15208']"
43,O8LGIntnNi4tgMyPQT2myg,61c-cafe-pittsburgh,61C Cafe,https://s3-media3.fl.yelpcdn.com/bphoto/YbQ-iqYtwpvzm6SSO9tgYQ/o.jpg,False,https://www.yelp.com/biz/61c-cafe-pittsburgh?adjust_creative=Hi8yaDtOfeAyH6CjPFRvZQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Hi8yaDtOfeAyH6CjPFRvZQ,104,"[{'alias': 'cafes', 'title': 'Cafes'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]",3.5,[],$,+14125216161,(412) 521-6161,472.9745829924014,40.43617,-79.92274,1839 Murray Ave,,,Pittsburgh,15217,US,PA,"['1839 Murray Ave', 'Pittsburgh, PA 15217']"
44,U6gmplMEZoSqtCz-mSFSPA,de-fer-coffee-pittsburgh,De Fer Coffee,https://s3-media2.fl.yelpcdn.com/bphoto/wciyiSU_M8XJ0pht2FVUHg/o.jpg,False,https://www.yelp.com/biz/de-fer-coffee-pittsburgh?adjust_creative=Hi8yaDtOfeAyH6CjPFRvZQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Hi8yaDtOfeAyH6CjPFRvZQ,4,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'juicebars', 'title': 'Juice Bars & Smoothies'}]",5.0,[],,+14122092226,(412) 209-2226,3234.558602013654,40.43119,-79.96168,350 Technology Dr,,,Pittsburgh,15219,US,PA,"['350 Technology Dr', 'Pittsburgh, PA 15219']"
45,0lpT5sj09vUfDp5zUBwjIw,commonplace-coffee-pittsburgh-2,Commonplace Coffee,https://s3-media4.fl.yelpcdn.com/bphoto/FFsO3Tov2wQ-_eNZDt-YCw/o.jpg,False,https://www.yelp.com/biz/commonplace-coffee-pittsburgh-2?adjust_creative=Hi8yaDtOfeAyH6CjPFRvZQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Hi8yaDtOfeAyH6CjPFRvZQ,116,"[{'alias': 'coffeeroasteries', 'title': 'Coffee Roasteries'}]",4.5,"['delivery', 'pickup']",$$,+14129322433,(412) 932-2433,8213.583209415476,40.457033,-80.014814,1501 Buena Vista St,,,Pittsburgh,15212,US,PA,"['1501 Buena Vista St', 'Pittsburgh, PA 15212']"
46,QxER8FFfrwc9aHIAq7sT9g,ruckus-coffee-gallery-and-cafe-no-title,Ruckus Coffee Gallery & Cafe,https://s3-media3.fl.yelpcdn.com/bphoto/KDlSm5sSZTmOy3mc_ia7Ag/o.jpg,False,https://www.yelp.com/biz/ruckus-coffee-gallery-and-cafe-no-title?adjust_creative=Hi8yaDtOfeAyH6CjPFRvZQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Hi8yaDtOfeAyH6CjPFRvZQ,9,"[{'alias': 'cafes', 'title': 'Cafes'}, {'alias': 'coffee', 'title': 'Coffee & Tea'}]",5.0,['delivery'],,+14125453626,(412) 545-3626,9041.100063727028,40.50047,-79.98099,1707 Babcock Blvd,,,Pittsburgh,15209,US,PA,"['1707 Babcock Blvd', 'Pittsburgh, PA 15209']"
47,I8Rae5SsCDWV_2z1sF9AdA,parisi-cafe-and-italian-market-swissvale,Parisi Cafe and Italian Market,https://s3-media1.fl.yelpcdn.com/bphoto/MF1Q-gqeQcfj6_Trnh9Zuw/o.jpg,False,https://www.yelp.com/biz/parisi-cafe-and-italian-market-swissvale?adjust_creative=Hi8yaDtOfeAyH6CjPFRvZQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Hi8yaDtOfeAyH6CjPFRvZQ,9,"[{'alias': 'cafes', 'title': 'Cafes'}, {'alias': 'coffee', 'title': 'Coffee & Tea'}, {'alias': 'italian', 'title': 'Italian'}]",5.0,['delivery'],,,,2453.5458262897246,40.42216,-79.89756,7107 Harrison Ave,,,Swissvale,15218,US,PA,"['7107 Harrison Ave', 'Swissvale, PA 15218']"
48,tYfyErWUODsSCHFcm2-Hig,mechanic-coffee-verona,Mechanic Coffee,https://s3-media1.fl.yelpcdn.com/bphoto/T1m-yNcAKppKlR9adWTThQ/o.jpg,False,https://www.yelp.com/biz/mechanic-coffee-verona?adjust_creative=Hi8yaDtOfeAyH6CjPFRvZQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Hi8yaDtOfeAyH6CjPFRvZQ,45,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}]",4.0,[],$,+14128537200,(412) 853-7200,10547.471526574282,40.50516,-79.84395,707 East Railroad Ave,,,Verona,15147,US,PA,"['707 East Railroad Ave', 'Verona, PA 15147']"
49,Cf0iV72DTqR0ggBje2d0sg,espresso-a-mano-pittsburgh,Espresso a Mano,https://s3-media3.fl.yelpcdn.com/bphoto/Sk8XKMU24tfrP6bN_cSgPA/o.jpg,False,https://www.yelp.com/biz/espresso-a-mano-pittsburgh?adjust_creative=Hi8yaDtOfeAyH6CjPFRvZQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Hi8yaDtOfeAyH6CjPFRvZQ,354,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}]",4.5,['delivery'],$,+14129181864,(412) 918-1864,5172.044495462052,40.4660987854004,-79.9651412963867,3623 Butler St,,,Pittsburgh,15201,US,PA,"['3623 Butler St', 'Pittsburgh, PA 15201']"
